xilinx rtfpga
WARNING: [Synth 8-3936] Found unconnected internal register 'i_bridge/addr_o_reg' and it is trimmed from '32' to '20' bits. [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/imports/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/verilog/bus_clk_bridge.v:90]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_b2_reg[24:0]' into 'linienmodule_fast_b_iir0_b2_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4884]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_b11_reg[24:0]' into 'linienmodule_fast_b_iir0_b11_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4885]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_b01_reg[24:0]' into 'linienmodule_fast_b_iir0_b01_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4886]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_a2_reg[24:0]' into 'linienmodule_fast_b_iir0_a2_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4887]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_a11_reg[24:0]' into 'linienmodule_fast_b_iir0_a11_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4888]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_b10_reg[24:0]' into 'linienmodule_fast_b_iir0_b10_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4864]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_b00_reg[24:0]' into 'linienmodule_fast_b_iir0_b00_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4865]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir0_a10_reg[24:0]' into 'linienmodule_fast_b_iir0_a10_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4866]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir1_b2_reg[24:0]' into 'linienmodule_fast_b_iir1_b2_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4974]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir1_b11_reg[24:0]' into 'linienmodule_fast_b_iir1_b11_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4975]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir1_b01_reg[24:0]' into 'linienmodule_fast_b_iir1_b01_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4976]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir1_a2_reg[24:0]' into 'linienmodule_fast_b_iir1_a2_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4977]
INFO: [Synth 8-4471] merging register 'linienmodule_fast_b_iir1_a11_reg[24:0]' into 'linienmodule_fast_b_iir1_a11_reg[24:0]' [/home/vedaant/school_files/spring2026/ECE554/linien_554/gateware/build/top.v:4978]
